	Gene	padj	FC	Tissue
48274	ADIRF	0.309134872	-2.620923137	Oligodendrocyte
48275	FRA10AC1	0.309134872	0.215609665	Oligodendrocyte
48276	RCBTB1	0.309134872	0.095239133	Oligodendrocyte
48277	IQCH	0.309134872	-0.329135633	Oligodendrocyte
48278	SH2D1B	0.309582304	-1.530744435	Oligodendrocyte
48279	THRB	0.309582304	-0.32129506	Oligodendrocyte
48280	RP5-874C20.8	0.309582304	-0.583118703	Oligodendrocyte
48281	ELAVL2	0.309582304	-0.58764137	Oligodendrocyte
48282	ARHGEF11	0.310106838	-0.157280768	Oligodendrocyte
48283	KCNMB3	0.310593425	0.165051816	Oligodendrocyte
48284	IFT27	0.310697966	-0.300657787	Oligodendrocyte
48285	CUTA	0.310731271	-0.232408097	Oligodendrocyte
48286	MYL6	0.310731271	0.114485622	Oligodendrocyte
48287	RCL1	0.310779619	-0.205615187	Oligodendrocyte
48288	KIZ	0.311119129	-0.06541816	Oligodendrocyte
48289	ZNF169	0.311191953	-0.354648971	Oligodendrocyte
48290	EIF5B	0.311238095	0.166811715	Oligodendrocyte
48291	FAM84B	0.31132256	0.458150116	Oligodendrocyte
48292	STK4	0.31152622	0.28927464	Oligodendrocyte
48293	EMC3	0.311761596	-0.309212015	Oligodendrocyte
48294	RPL39	0.311816168	0.480938576	Oligodendrocyte
48295	FBXO10	0.311816168	1.118733106	Oligodendrocyte
48296	AKT2	0.31190696	-0.264073934	Oligodendrocyte
48297	MYNN	0.311962427	0.434698824	Oligodendrocyte
48298	EID2B	0.312069295	-0.560407196	Oligodendrocyte
48299	DVL1	0.312178523	0.334248425	Oligodendrocyte
48300	NCBP1	0.312293949	0.372704721	Oligodendrocyte
48301	CDON	0.312358614	-0.279688142	Oligodendrocyte
48302	YBX3	0.31268036	0.662327465	Oligodendrocyte
48303	MPRIP	0.31268036	-0.114965525	Oligodendrocyte
48304	IGSF1	0.312797776	0.713775992	Oligodendrocyte
48305	PPM1M	0.312854388	1.187091901	Oligodendrocyte
48306	HOXD1	0.313031662	-0.438353451	Oligodendrocyte
48307	CTD-2370N5.3	0.313031662	0.518235265	Oligodendrocyte
48308	CBWD3	0.313181631	0.205091608	Oligodendrocyte
48309	MRPL36	0.313448869	-0.281228039	Oligodendrocyte
48310	GRM1	0.313448869	-0.606683099	Oligodendrocyte
48311	WIPF3	0.313628218	-0.869474065	Oligodendrocyte
48312	ENKUR	0.314396814	-1.386273596	Oligodendrocyte
48313	CYCS	0.314552672	-0.289808594	Oligodendrocyte
48314	MAFB	0.314552672	-1.018426199	Oligodendrocyte
48315	SLC8A2	0.314552672	-0.363652096	Oligodendrocyte
48316	WRNIP1	0.31456834	0.163083958	Oligodendrocyte
48317	MTERF1	0.31456834	-0.193921066	Oligodendrocyte
48318	RP11-11N7.5	0.314856128	0.187757078	Oligodendrocyte
48319	CTNNBL1	0.314874688	-0.28359339	Oligodendrocyte
48320	LRRCC1	0.315078185	0.518788862	Oligodendrocyte
48321	ADIPOR2	0.315290988	0.069488677	Oligodendrocyte
48322	UBE2F-SCLY	0.31567048	-0.411977427	Oligodendrocyte
48323	CFAP69	0.31567048	-0.75294289	Oligodendrocyte
48324	WDR3	0.315808651	0.664390822	Oligodendrocyte
48325	NUDT14	0.315808651	-0.709041095	Oligodendrocyte
48326	FAM131C	0.315833163	1.422125776	Oligodendrocyte
48327	ZNF440	0.316008067	0.778987096	Oligodendrocyte
48328	GNB1	0.316332084	-0.165373107	Oligodendrocyte
48329	TNK2	0.316332084	0.222247564	Oligodendrocyte
48330	CCDC109B	0.316414681	-0.327999594	Oligodendrocyte
48331	NOMO3	0.316437623	0.345625685	Oligodendrocyte
48332	CPSF3L	0.316501789	-0.222311096	Oligodendrocyte
48333	CCDC136	0.316501789	0.320090552	Oligodendrocyte
48334	HPS5	0.316501789	-0.244699965	Oligodendrocyte
48335	GFRA1	0.316644302	0.741100447	Oligodendrocyte
48336	TJAP1	0.316892367	0.155239253	Oligodendrocyte
48337	HCFC1	0.317406436	0.426630356	Oligodendrocyte
48338	USP43	0.317406436	-0.783531802	Oligodendrocyte
48339	GPRASP2	0.317709731	-0.753958107	Oligodendrocyte
48340	MOB2	0.317709731	0.246030654	Oligodendrocyte
48341	DHRS11	0.317764536	-1.463251934	Oligodendrocyte
48342	GPR173	0.317897326	-0.255726823	Oligodendrocyte
48343	ANKFY1	0.317897326	-0.182384903	Oligodendrocyte
48344	ZNF529	0.317897326	-0.194469982	Oligodendrocyte
48345	GPN2	0.318458379	0.568348343	Oligodendrocyte
48346	GLIPR2	0.31859177	-0.272780873	Oligodendrocyte
48347	IFITM10	0.31859177	-1.263132647	Oligodendrocyte
48348	TPD52L2	0.31859177	-0.234634658	Oligodendrocyte
48349	BTBD11	0.318816575	-0.485236371	Oligodendrocyte
48350	SPESP1	0.318865938	-0.162519771	Oligodendrocyte
48351	TIMM17B	0.319002938	-0.308866686	Oligodendrocyte
48352	DPCD	0.319002938	-0.488706902	Oligodendrocyte
48353	GALC	0.319002938	0.159108431	Oligodendrocyte
48354	RASA2	0.319229595	-0.100209735	Oligodendrocyte
48355	UQCRQ	0.319229595	-0.311537877	Oligodendrocyte
48356	ZNF200	0.319229595	-0.520250472	Oligodendrocyte
48357	TBC1D22A	0.319229595	-0.05007796	Oligodendrocyte
48358	TAPT1	0.319305931	0.191971574	Oligodendrocyte
48359	ATG12	0.319305931	0.10771863	Oligodendrocyte
48360	LYRM7	0.3196377	0.224290337	Oligodendrocyte
48361	SELO	0.3196377	0.329546717	Oligodendrocyte
48362	UNC13D	0.320166346	-0.223590947	Oligodendrocyte
48363	CACFD1	0.320319796	-0.311259175	Oligodendrocyte
48364	KIAA2013	0.320626097	0.228817802	Oligodendrocyte
48365	ANKRD36	0.320626097	0.168887075	Oligodendrocyte
48366	FANCD2	0.320626097	0.059236563	Oligodendrocyte
48367	LDOC1	0.320626097	0.17530451	Oligodendrocyte
48368	TMEM38B	0.320626097	0.366624013	Oligodendrocyte
48369	C4orf46	0.320918819	0.383347139	Oligodendrocyte
48370	ZMIZ1	0.320969767	-0.221298271	Oligodendrocyte
48371	KDM3A	0.321635727	0.178341406	Oligodendrocyte
48372	TINF2	0.321882644	-0.334712167	Oligodendrocyte
48373	SMIM18	0.322297632	1.042349092	Oligodendrocyte
48374	AKR1A1	0.322508634	-0.308570143	Oligodendrocyte
48375	FCRLB	0.322508634	-1.223428484	Oligodendrocyte
48376	DNMT3A	0.322508634	-0.152715221	Oligodendrocyte
48377	TEKT4	0.322508634	-2.170772557	Oligodendrocyte
48378	TLK1	0.322508634	-0.087716696	Oligodendrocyte
48379	TTLL4	0.322508634	-0.307033817	Oligodendrocyte
48380	KAT2B	0.322508634	0.087731002	Oligodendrocyte
48381	SI	0.322508634	1.028228913	Oligodendrocyte
48382	CTXN3	0.322508634	-2.392786727	Oligodendrocyte
48383	F12	0.322508634	-1.606966395	Oligodendrocyte
48384	KBTBD11	0.322508634	-0.299736377	Oligodendrocyte
48385	CRISPLD1	0.322508634	-0.708270261	Oligodendrocyte
48386	TPRN	0.322508634	0.203787649	Oligodendrocyte
48387	BTBD18	0.322508634	-1.715473247	Oligodendrocyte
48388	DLAT	0.322508634	0.305766762	Oligodendrocyte
48389	TAC3	0.322508634	-2.515152586	Oligodendrocyte
48390	TMED8	0.322508634	-0.382464869	Oligodendrocyte
48391	CALM1	0.322508634	-0.089275717	Oligodendrocyte
48392	KNSTRN	0.322508634	0.824014307	Oligodendrocyte
48393	HDAC5	0.322508634	0.177979622	Oligodendrocyte
48394	NPEPL1	0.322508634	0.356624502	Oligodendrocyte
48395	NKAIN4	0.322508634	-2.708063529	Oligodendrocyte
48396	SHD	0.322508634	-2.215324128	Oligodendrocyte
48397	DMKN	0.322508634	-1.689572794	Oligodendrocyte
48398	BSPH1	0.322508634	-1.578358037	Oligodendrocyte
48399	SDAD1	0.322559418	0.156612427	Oligodendrocyte
48400	RNF146	0.322621797	-0.165899726	Oligodendrocyte
48401	MDM1	0.322621797	0.385598683	Oligodendrocyte
48402	NECAB3	0.322621797	0.608602688	Oligodendrocyte
48403	TIMM8B	0.322632975	-0.303984568	Oligodendrocyte
48404	HS6ST3	0.322716189	-0.254497966	Oligodendrocyte
48405	ANKH	0.322877805	-0.10128535	Oligodendrocyte
48406	PABPC4	0.323037636	0.257138453	Oligodendrocyte
48407	MTUS1	0.323070163	-0.040408552	Oligodendrocyte
48408	RPL23	0.323220925	0.202552091	Oligodendrocyte
48409	MYSM1	0.323737379	0.246621536	Oligodendrocyte
48410	GOLPH3	0.323737379	0.261316696	Oligodendrocyte
48411	ZNFX1	0.32392004	-0.341745644	Oligodendrocyte
48412	PPP1R3D	0.32392004	0.809251626	Oligodendrocyte
48413	SLC39A10	0.324072099	-0.07641751	Oligodendrocyte
48414	KIAA1841	0.324480278	-0.166638298	Oligodendrocyte
48415	PSRC1	0.324505426	0.17291518	Oligodendrocyte
48416	RPL31	0.324505426	0.089705201	Oligodendrocyte
48417	LATS2	0.324505426	0.423839212	Oligodendrocyte
48418	LHFPL4	0.324597587	-0.363052688	Oligodendrocyte
48419	NUP153	0.324597587	-0.270616393	Oligodendrocyte
48420	ANO1	0.324597587	0.570621621	Oligodendrocyte
48421	SMAD3	0.325075783	-1.010662893	Oligodendrocyte
48422	IFT52	0.32582313	-0.212419285	Oligodendrocyte
48423	TSN	0.326138202	-0.11232749	Oligodendrocyte
48424	ZDHHC1	0.326138202	0.784604932	Oligodendrocyte
48425	GRB10	0.326555822	-0.14152014	Oligodendrocyte
48426	MBD5	0.326660625	0.111982499	Oligodendrocyte
48427	PANK3	0.326769574	0.371087302	Oligodendrocyte
48428	CSF1	0.326875934	0.3888834	Oligodendrocyte
48429	RPL36AL	0.326875934	-0.233896249	Oligodendrocyte
48430	RAPGEFL1	0.326875934	-0.32016137	Oligodendrocyte
48431	SIKE1	0.327183671	0.354327859	Oligodendrocyte
48432	FILIP1L	0.327193188	-0.099961103	Oligodendrocyte
48433	ACOX3	0.327266433	-0.346501259	Oligodendrocyte
48434	OCIAD2	0.327266433	-1.68007137	Oligodendrocyte
48435	CENPN	0.327266433	0.58006024	Oligodendrocyte
48436	PRR18	0.327738818	0.159968023	Oligodendrocyte
48437	CDK7	0.328345396	-0.429299541	Oligodendrocyte
48438	MRPS18A	0.328345396	-0.330724888	Oligodendrocyte
48439	TSC1	0.328345396	-0.208071815	Oligodendrocyte
48440	STK24	0.328345396	-0.260762804	Oligodendrocyte
48441	GPR176	0.328345396	-1.372828588	Oligodendrocyte
48442	DAPK3	0.328345396	-0.335333711	Oligodendrocyte
48443	TMEM62	0.32839554	0.366411092	Oligodendrocyte
48444	SGMS1	0.328731432	-0.065997005	Oligodendrocyte
48445	GCKR	0.329213135	1.149419328	Oligodendrocyte
48446	ATG9A	0.329213135	0.12098156	Oligodendrocyte
48447	HHIP	0.329213135	0.085889128	Oligodendrocyte
48448	TRUB2	0.329213135	-0.269181394	Oligodendrocyte
48449	C17orf96	0.329213135	1.44895874	Oligodendrocyte
48450	AC084219.2	0.329213135	0.921091019	Oligodendrocyte
48451	IGF1	0.329595742	0.987845357	Oligodendrocyte
48452	NUDC	0.32972951	-0.236623072	Oligodendrocyte
48453	SPAST	0.32972951	-0.075070424	Oligodendrocyte
48454	GADD45G	0.32972951	0.266039793	Oligodendrocyte
48455	CA12	0.32972951	1.237903457	Oligodendrocyte
48456	AP000769.1	0.329859291	-1.021289121	Oligodendrocyte
48457	FOXO1	0.329859291	-0.08449419	Oligodendrocyte
48458	LMBRD2	0.329961038	-0.228138692	Oligodendrocyte
48459	RFK	0.329961038	0.389777832	Oligodendrocyte
48460	BLCAP	0.329961038	-0.233190337	Oligodendrocyte
48461	BNIP3L	0.329974934	0.126159996	Oligodendrocyte
48462	HEBP1	0.329974934	0.120330356	Oligodendrocyte
48463	STX12	0.330022386	0.124445284	Oligodendrocyte
48464	TCTN3	0.331108645	0.115351202	Oligodendrocyte
48465	LDB2	0.331195764	-0.149312497	Oligodendrocyte
48466	CYTH3	0.331958006	-0.495728116	Oligodendrocyte
48467	ARHGEF2	0.332134531	-0.069415743	Oligodendrocyte
48468	GJC3	0.332705022	-1.374467752	Oligodendrocyte
48469	SMIM4	0.332955358	-0.269896909	Oligodendrocyte
48470	H3F3A	0.333321491	0.44226876	Oligodendrocyte
48471	ACADSB	0.333558754	-0.120909514	Oligodendrocyte
48472	MBD1	0.333558754	0.335079207	Oligodendrocyte
48473	PTK2B	0.333758483	-0.271360567	Oligodendrocyte
48474	NDUFB1	0.334135138	-0.310909811	Oligodendrocyte
48475	TMEM169	0.334499859	-0.601395167	Oligodendrocyte
48476	ADRBK1	0.334499859	0.213284728	Oligodendrocyte
48477	NPLOC4	0.334499859	-0.214305946	Oligodendrocyte
48478	DONSON	0.334958126	0.545277896	Oligodendrocyte
48479	GPR75-ASB3	0.335259928	0.231422443	Oligodendrocyte
48480	SH2D6	0.335259928	0.546429809	Oligodendrocyte
48481	ADGRV1	0.335508354	0.407593069	Oligodendrocyte
48482	RGS7	0.335750417	-0.174321568	Oligodendrocyte
48483	RP11-159D12.5	0.335750417	0.284085295	Oligodendrocyte
48484	BCL7C	0.336441912	-0.212099405	Oligodendrocyte
48485	FAM126B	0.336724499	0.09551757	Oligodendrocyte
48486	CTD-2369P2.10	0.33692505	-1.05960266	Oligodendrocyte
48487	GBA	0.337271681	0.31934394	Oligodendrocyte
48488	DHDH	0.337708913	-0.650933547	Oligodendrocyte
48489	SH3GLB1	0.33772711	0.161829846	Oligodendrocyte
48490	GALNT14	0.33772711	-0.650503521	Oligodendrocyte
48491	IL20RB	0.33772711	1.175079802	Oligodendrocyte
48492	AP3B1	0.33772711	-0.068448451	Oligodendrocyte
48493	ADGB	0.33772711	0.676563992	Oligodendrocyte
48494	UBE2A	0.33772711	-0.292604652	Oligodendrocyte
48495	MAGEC3	0.33772711	0.21503314	Oligodendrocyte
48496	KRTAP9-9	0.33772711	1.228459078	Oligodendrocyte
48497	GPRC5C	0.33772711	1.634576518	Oligodendrocyte
48498	ZNF708	0.33772711	-0.062335907	Oligodendrocyte
48499	PCNT	0.33772711	0.242709036	Oligodendrocyte
48500	ABHD16A	0.337746323	1.245402672	Oligodendrocyte
48501	CRX	0.337746323	1.093061865	Oligodendrocyte
48502	PARP14	0.337855939	1.193819872	Oligodendrocyte
48503	NCEH1	0.338041622	-0.436137032	Oligodendrocyte
48504	TPBG	0.338041622	0.84786035	Oligodendrocyte
48505	RBMX2	0.338206739	0.325834914	Oligodendrocyte
48506	RAD54B	0.338206739	-0.710821423	Oligodendrocyte
48507	MLST8	0.338206739	0.384778924	Oligodendrocyte
48508	C1orf186	0.338254922	0.791780404	Oligodendrocyte
48509	YARS	0.338549504	0.151812909	Oligodendrocyte
48510	SH2D5	0.338800491	-1.757093458	Oligodendrocyte
48511	STK39	0.338800491	-0.049454691	Oligodendrocyte
48512	GALNT7	0.338800491	0.247160445	Oligodendrocyte
48513	CETN3	0.338800491	-0.26400104	Oligodendrocyte
48514	FAM46A	0.338800491	0.317498479	Oligodendrocyte
48515	SRI	0.338800491	0.337174101	Oligodendrocyte
48516	YAF2	0.338800491	0.109471314	Oligodendrocyte
48517	TTC23	0.338800491	-0.235559339	Oligodendrocyte
48518	UCP2	0.338947776	-1.581873854	Oligodendrocyte
48519	CD55	0.339273787	0.228601171	Oligodendrocyte
48520	SLC12A5	0.339394248	-0.475059405	Oligodendrocyte
48521	PINK1	0.340148281	-0.418035521	Oligodendrocyte
48522	KIAA1468	0.340518319	-0.088273381	Oligodendrocyte
48523	TMED4	0.340863075	0.150193441	Oligodendrocyte
48524	SS18L1	0.340863075	0.356020447	Oligodendrocyte
48525	LMNB2	0.340863075	0.402133245	Oligodendrocyte
48526	SLC2A3	0.34248991	-0.34380907	Oligodendrocyte
48527	RNF152	0.34248991	-0.363638364	Oligodendrocyte
48528	CDK5R2	0.342864185	-0.635138966	Oligodendrocyte
48529	KAT7	0.343528669	0.25865018	Oligodendrocyte
48530	RUNX1	0.343528669	0.314389379	Oligodendrocyte
48531	GAMT	0.344113422	-0.200293975	Oligodendrocyte
48532	PHRF1	0.344288179	-0.374748088	Oligodendrocyte
48533	TIMP1	0.34435695	1.878132606	Oligodendrocyte
48534	KLHDC1	0.34435695	0.171411556	Oligodendrocyte
48535	RDH12	0.34435695	1.399075393	Oligodendrocyte
48536	FAM162B	0.344507971	1.97746934	Oligodendrocyte
48537	PCDH11X	0.344664764	-0.305708077	Oligodendrocyte
48538	ADH1C	0.344819393	0.943085353	Oligodendrocyte
48539	SYBU	0.344819393	-0.549286027	Oligodendrocyte
48540	LZTS2	0.345404947	0.214399993	Oligodendrocyte
48541	RAB15	0.345404947	-0.574806115	Oligodendrocyte
48542	RPS6KB1	0.345404947	-0.214839739	Oligodendrocyte
48543	VSTM2B	0.345404947	-0.009022846	Oligodendrocyte
48544	GRAMD4	0.345404947	-0.449477271	Oligodendrocyte
48545	LRRC16A	0.345990021	-0.44915911	Oligodendrocyte
48546	C1orf167	0.346169403	2.0339945	Oligodendrocyte
48547	PRPF38B	0.346169403	-0.140646448	Oligodendrocyte
48548	PRELP	0.346169403	0.96151371	Oligodendrocyte
48549	SUSD4	0.346169403	-0.684163307	Oligodendrocyte
48550	DCDC2C	0.346169403	1.921814814	Oligodendrocyte
48551	ABCG8	0.346169403	0.960372667	Oligodendrocyte
48552	RP11-761B3.1	0.346169403	1.21119493	Oligodendrocyte
48553	TRAT1	0.346169403	0.923964636	Oligodendrocyte
48554	PARP15	0.346169403	2.054789185	Oligodendrocyte
48555	NCK1	0.346169403	-0.366758672	Oligodendrocyte
48556	PLAC8	0.346169403	1.995089156	Oligodendrocyte
48557	TMCO6	0.346169403	-0.3761252	Oligodendrocyte
48558	GABRP	0.346169403	0.607677965	Oligodendrocyte
48559	SLC34A1	0.346169403	1.778672316	Oligodendrocyte
48560	RAC1	0.346169403	-0.131156024	Oligodendrocyte
48561	LRRC72	0.346169403	1.926098882	Oligodendrocyte
48562	VSTM2A	0.346169403	-0.862331815	Oligodendrocyte
48563	KRIT1	0.346169403	0.078102498	Oligodendrocyte
48564	FAM185A	0.346169403	-0.092499098	Oligodendrocyte
48565	FAM9B	0.346169403	0.667281711	Oligodendrocyte
48566	AR	0.346169403	0.739405784	Oligodendrocyte
48567	OPRK1	0.346169403	1.942129827	Oligodendrocyte
48568	FBXO32	0.346169403	0.177529114	Oligodendrocyte
48569	LAMC3	0.346169403	0.809244265	Oligodendrocyte
48570	NDUFC2-KCTD14	0.346169403	0.493779622	Oligodendrocyte
48571	CTSC	0.346169403	1.033100733	Oligodendrocyte
48572	COLCA2	0.346169403	1.452385451	Oligodendrocyte
48573	DYDC1	0.346169403	2.309911478	Oligodendrocyte
48574	PARP11	0.346169403	0.439911408	Oligodendrocyte
48575	R3HDM2	0.346169403	-0.049235623	Oligodendrocyte
48576	ABCB9	0.346169403	-0.275958011	Oligodendrocyte
48577	RP13-672B3.2	0.346169403	-0.815766868	Oligodendrocyte
48578	ZAR1L	0.346169403	0.956976435	Oligodendrocyte
48579	DCAF4	0.346169403	-0.351795043	Oligodendrocyte
48580	TEKT5	0.346169403	0.441280502	Oligodendrocyte
48581	VWA3A	0.346169403	-0.508940903	Oligodendrocyte
48582	SH2D3A	0.346169403	1.063139349	Oligodendrocyte
48583	PPP6R1	0.346169403	0.418679373	Oligodendrocyte
48584	YPEL1	0.346169403	-0.301770615	Oligodendrocyte
48585	EPX	0.346245512	-0.457892834	Oligodendrocyte
48586	MUSK	0.346380668	-0.264577033	Oligodendrocyte
48587	MKL2	0.346380668	-0.200957827	Oligodendrocyte
48588	SGCD	0.346400069	0.089733788	Oligodendrocyte
48589	SLC27A4	0.346400069	-0.235804924	Oligodendrocyte
48590	PRR25	0.34641591	-0.24837478	Oligodendrocyte
48591	ADPRHL1	0.346507277	-0.46670796	Oligodendrocyte
48592	AGO4	0.346636857	-0.111854105	Oligodendrocyte
48593	SLC9B2	0.346697657	-0.340030408	Oligodendrocyte
48594	PTPRR	0.346699257	-0.440095023	Oligodendrocyte
48595	EXTL1	0.346858841	-1.097596624	Oligodendrocyte
48596	TP53BP2	0.346858841	0.254576336	Oligodendrocyte
48597	ZNF718	0.346858841	-0.156368288	Oligodendrocyte
48598	TTBK1	0.346858841	-0.274476397	Oligodendrocyte
48599	G6PC3	0.346858841	0.318707245	Oligodendrocyte
48600	DCAF7	0.346858841	-0.208391573	Oligodendrocyte
48601	PRCD	0.346858841	-0.17296291	Oligodendrocyte
48602	ATP9B	0.346858841	-0.072632498	Oligodendrocyte
48603	TBXA2R	0.346858841	-1.017611387	Oligodendrocyte
48604	KRTCAP3	0.346882992	-1.108218577	Oligodendrocyte
48605	INPP1	0.346882992	0.179908231	Oligodendrocyte
48606	CTNNB1	0.346900514	0.140358204	Oligodendrocyte
48607	RP1-138B7.6	0.346900514	-0.457178811	Oligodendrocyte
48608	MRPS21	0.346912185	-0.19959184	Oligodendrocyte
48609	IRAK1	0.346912185	0.52529674	Oligodendrocyte
48610	ZNF146	0.346912185	-0.039977761	Oligodendrocyte
48611	NDUFA3	0.346912185	0.352417642	Oligodendrocyte
48612	SPINK8	0.347196456	-0.733050886	Oligodendrocyte
48613	BBIP1	0.347196456	-0.127276201	Oligodendrocyte
48614	NPIPA1	0.347448003	0.250177637	Oligodendrocyte
48615	PDSS2	0.347638077	-0.122284024	Oligodendrocyte
48616	LENG8	0.348212624	-0.033601128	Oligodendrocyte
48617	PTH	0.34836915	0.39997897	Oligodendrocyte
48618	SIPA1L2	0.348517096	0.382249209	Oligodendrocyte
48619	VCL	0.348517096	-0.425941911	Oligodendrocyte
48620	ANXA5	0.34874075	0.264875321	Oligodendrocyte
48621	VPS4A	0.34874075	-0.262384646	Oligodendrocyte
48622	KIAA1109	0.349128487	0.122402247	Oligodendrocyte
48623	ZNF7	0.349128487	-0.391143609	Oligodendrocyte
48624	FTCDNL1	0.349140391	-0.044049707	Oligodendrocyte
48625	TET1	0.349140391	-0.149689082	Oligodendrocyte
48626	TMEM106C	0.349140391	0.853048823	Oligodendrocyte
48627	CFAP53	0.349140391	-0.049821655	Oligodendrocyte
48628	NOTCH2	0.349456219	0.571887418	Oligodendrocyte
48629	ELL2	0.349456219	0.089778706	Oligodendrocyte
48630	UVRAG	0.349456219	-0.080304712	Oligodendrocyte
48631	ATM	0.349456219	0.123228774	Oligodendrocyte
48632	ARHGAP23	0.349456219	0.115837827	Oligodendrocyte
48633	MAX	0.349641439	-0.166197091	Oligodendrocyte
48634	NLGN1	0.349724578	0.049240159	Oligodendrocyte
48635	ENPEP	0.349724578	0.73281632	Oligodendrocyte
48636	CCDC67	0.35014952	0.583480418	Oligodendrocyte
48637	BRAF	0.350869008	-0.063321254	Oligodendrocyte
48638	TRIM9	0.351134021	0.118387943	Oligodendrocyte
48639	PLEKHH1	0.351640318	-0.062150597	Oligodendrocyte
48640	METAP1	0.352068979	0.34915741	Oligodendrocyte
48641	ITM2B	0.352318252	0.125207874	Oligodendrocyte
48642	NSMCE2	0.352624809	-0.047435116	Oligodendrocyte
48643	ALDH6A1	0.352624809	0.126241903	Oligodendrocyte
48644	TRIM16L	0.352624809	-0.141107397	Oligodendrocyte
48645	UNC50	0.353164343	-0.275686767	Oligodendrocyte
48646	KAT6B	0.353164343	0.134419958	Oligodendrocyte
48647	C19orf25	0.353164343	-0.210903023	Oligodendrocyte
48648	LPIN1	0.353899892	0.182126644	Oligodendrocyte
48649	MICALL2	0.354183352	0.459444871	Oligodendrocyte
48650	ZMYM5	0.354340698	0.167137825	Oligodendrocyte
48651	GNL2	0.354483185	-0.749614977	Oligodendrocyte
48652	FIG4	0.3545848	-0.228766806	Oligodendrocyte
48653	AGAP4	0.3545848	0.316635574	Oligodendrocyte
48654	CDK8	0.3545848	-0.138071859	Oligodendrocyte
48655	ARNT2	0.3545848	-0.056230619	Oligodendrocyte
48656	ADAMTSL3	0.3545848	0.17714935	Oligodendrocyte
48657	USP22	0.3545848	0.152203215	Oligodendrocyte
48658	FASTKD2	0.354842838	-0.29767421	Oligodendrocyte
48659	TTC37	0.354842838	0.167235887	Oligodendrocyte
48660	ZFAND6	0.354842838	0.238057501	Oligodendrocyte
48661	TCF20	0.355025463	-0.072972751	Oligodendrocyte
48662	SSB	0.355174902	0.188475405	Oligodendrocyte
48663	APEX2	0.355174902	0.82877222	Oligodendrocyte
48664	CCDC170	0.35536966	0.730469948	Oligodendrocyte
48665	TFRC	0.355495293	0.262997585	Oligodendrocyte
48666	ENOX1	0.356143419	-0.028158195	Oligodendrocyte
48667	CDC42EP2	0.356346442	-0.312941193	Oligodendrocyte
48668	PFDN5	0.356346442	-0.09573133	Oligodendrocyte
48669	SH2B3	0.356346442	0.503149517	Oligodendrocyte
48670	SMOC1	0.356346442	0.103734242	Oligodendrocyte
48671	ABCA5	0.356346442	-0.118888956	Oligodendrocyte
48672	HS6ST2	0.356357146	0.429672073	Oligodendrocyte
48673	PURA	0.356505132	0.250444092	Oligodendrocyte
48674	SUMF2	0.356505132	-0.23620997	Oligodendrocyte
48675	LTA4H	0.356505132	0.265636311	Oligodendrocyte
48676	NIM1K	0.356647261	-0.20120786	Oligodendrocyte
48677	GNB2L1	0.356927446	0.132200387	Oligodendrocyte
48678	EMILIN2	0.356927446	1.167227543	Oligodendrocyte
48679	PHC2	0.356985968	-0.058771735	Oligodendrocyte
48680	HAX1	0.356985968	-0.197561877	Oligodendrocyte
48681	LSAMP	0.356985968	-0.058629867	Oligodendrocyte
48682	SLC20A2	0.357154952	-0.116089709	Oligodendrocyte
48683	CCDC126	0.357378966	0.173462822	Oligodendrocyte
48684	TUB	0.357378966	1.028047651	Oligodendrocyte
48685	ODC1	0.357913389	-0.576153665	Oligodendrocyte
48686	GABARAPL1	0.357913389	-0.12969056	Oligodendrocyte
48687	INPP5K	0.357913389	0.331722316	Oligodendrocyte
48688	SLC47A2	0.357913389	0.689941713	Oligodendrocyte
48689	IPO7	0.358149928	0.096596796	Oligodendrocyte
48690	CALU	0.359226583	0.224699522	Oligodendrocyte
48691	PELI1	0.359300437	0.348774953	Oligodendrocyte
48692	PVRL3	0.359300437	0.009730353	Oligodendrocyte
48693	AGA	0.359300437	-0.131574902	Oligodendrocyte
48694	CLIP2	0.359300437	-0.0681722	Oligodendrocyte
48695	PPP1CC	0.359300437	0.188470325	Oligodendrocyte
48696	MAPK6	0.359300437	-0.051549662	Oligodendrocyte
48697	BCL2L12	0.359300437	-1.04126431	Oligodendrocyte
48698	CCDC130	0.359842123	-0.22281663	Oligodendrocyte
48699	NUDT9	0.359968484	-0.169625453	Oligodendrocyte
48700	CSTF2T	0.360524457	-0.465847347	Oligodendrocyte
48701	TMEM229A	0.360809416	0.316064166	Oligodendrocyte
48702	GATSL2	0.360851056	-0.185699481	Oligodendrocyte
48703	FOXO4	0.360851056	0.658622641	Oligodendrocyte
48704	SS18	0.360851056	0.188264595	Oligodendrocyte
48705	CES2	0.360929551	-0.328529212	Oligodendrocyte
48706	PRRC2C	0.361255799	0.120623196	Oligodendrocyte
48707	LRPPRC	0.361255799	-0.074228857	Oligodendrocyte
48708	ACKR2	0.361255799	-0.950830351	Oligodendrocyte
48709	PDIA5	0.361255799	-0.872746464	Oligodendrocyte
48710	GABRA4	0.361255799	-0.68516086	Oligodendrocyte
48711	TNFAIP8	0.361255799	-0.832688811	Oligodendrocyte
48712	SLC29A4	0.361255799	-1.164174935	Oligodendrocyte
48713	STX1A	0.361255799	-0.173809143	Oligodendrocyte
48714	WNT5B	0.361255799	-0.324482171	Oligodendrocyte
48715	IGFBP6	0.361255799	-0.833449809	Oligodendrocyte
48716	PPIP5K1	0.361255799	-0.427487554	Oligodendrocyte
